<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
VNINDEX,20030423,152.58,152.58,152.58,152.58,9440
VNINDEX,20030424,152.98,152.98,152.98,152.98,8550
VNINDEX,20030425,152.96,152.96,152.96,152.96,12200
VNINDEX,20030428,152.75,152.75,152.75,152.75,11420
VNINDEX,20030429,152.54,152.54,152.54,152.54,9250
VNINDEX,20030505,152.21,152.21,152.21,152.21,8190
VNINDEX,20030506,153.29,153.29,153.29,153.29,7500
VNINDEX,20030507,154.82,154.82,154.82,154.82,15190
VNINDEX,20030508,155.92,155.92,155.92,155.92,13930
VNINDEX,20030509,156.57,156.57,156.57,156.57,10530
VNINDEX,20030512,157.89,157.89,157.89,157.89,14520
VNINDEX,20030513,158.54,158.54,158.54,158.54,14660
VNINDEX,20030514,157.40,157.40,157.40,157.40,16060
VNINDEX,20030515,155.67,155.67,155.67,155.67,14700
VNINDEX,20030516,155.80,155.80,155.80,155.80,16780
VNINDEX,20030519,154.18,154.18,154.18,154.18,9990
VNINDEX,20030520,154.18,154.18,154.18,154.18,101970
VNINDEX,20030521,154.18,154.18,154.18,154.18,71280
VNINDEX,20030522,153.18,153.18,153.18,153.18,108830
VNINDEX,20030523,153.32,153.32,153.32,153.32,99700
VNINDEX,20030526,152.78,152.78,152.78,152.78,131600
VNINDEX,20030527,152.56,152.56,152.56,152.56,118570
VNINDEX,20030528,152.74,152.74,152.74,152.74,105010
VNINDEX,20030529,152.32,152.32,152.32,152.32,106380
VNINDEX,20030530,152.24,152.24,152.24,152.24,110860
VNINDEX,20030602,151.66,151.66,151.66,151.66,54700
VNINDEX,20030603,151.60,151.60,151.60,151.60,91600
VNINDEX,20030604,151.61,151.61,151.61,151.61,36640
VNINDEX,20030605,151.69,151.69,151.69,151.69,70850
VNINDEX,20030606,151.82,151.82,151.82,151.82,65730
VNINDEX,20030609,152.35,152.35,152.35,152.35,75020
VNINDEX,20030610,152.23,152.23,152.23,152.23,109630
VNINDEX,20030611,152.25,152.25,152.25,152.25,92660
VNINDEX,20030612,152.40,152.40,152.40,152.40,71600
VNINDEX,20030613,152.20,152.20,152.20,152.20,60120
VNINDEX,20030616,151.97,151.97,151.97,151.97,119470
VNINDEX,20030617,151.67,151.67,151.67,151.67,92000
VNINDEX,20030618,151.73,151.73,151.73,151.73,111120
VNINDEX,20030619,152.02,152.02,152.02,152.02,82020
VNINDEX,20030620,152.43,152.43,152.43,152.43,99320
VNINDEX,20030623,151.59,151.59,151.59,151.59,85920
VNINDEX,20030624,152.01,152.01,152.01,152.01,40830
VNINDEX,20030625,152.64,152.64,152.64,152.64,32410
VNINDEX,20030626,151.88,151.88,151.88,151.88,62480
VNINDEX,20030627,152.00,152.00,152.00,152.00,31770
VNINDEX,20030630,152.27,152.27,152.27,152.27,70500
VNINDEX,20030701,152.62,152.62,152.62,152.62,35020
VNINDEX,20030702,151.68,151.68,151.68,151.68,67370
VNINDEX,20030703,151.84,151.84,151.84,151.84,57350
VNINDEX,20030704,152.18,152.18,152.18,152.18,39110
VNINDEX,20030707,152.18,152.18,152.18,152.18,61780
VNINDEX,20030708,152.26,152.26,152.26,152.26,54630
VNINDEX,20030709,151.10,151.10,151.10,151.10,54990
VNINDEX,20030710,151.20,151.20,151.20,151.20,59590
VNINDEX,20030711,151.22,151.22,151.22,151.22,42970
VNINDEX,20030714,150.81,150.81,150.81,150.81,25660
VNINDEX,20030715,150.59,150.59,150.59,150.59,30930
VNINDEX,20030716,150.68,150.68,150.68,150.68,47150
VNINDEX,20030717,150.27,150.27,150.27,150.27,49220
VNINDEX,20030718,150.34,150.34,150.34,150.34,48190
VNINDEX,20030721,149.93,149.93,149.93,149.93,43210
VNINDEX,20030722,149.20,149.20,149.20,149.20,45790
VNINDEX,20030723,149.63,149.63,149.63,149.63,35760
VNINDEX,20030724,149.87,149.87,149.87,149.87,23210
VNINDEX,20030725,149.29,149.29,149.29,149.29,23590
VNINDEX,20030728,148.80,148.80,148.80,148.80,53200
VNINDEX,20030729,148.02,148.02,148.02,148.02,43090
VNINDEX,20030730,147.27,147.27,147.27,147.27,48400
VNINDEX,20030731,146.32,146.32,146.32,146.32,27610
VNINDEX,20030801,144.89,144.89,144.89,144.89,49840
VNINDEX,20030804,143.89,143.89,143.89,143.89,59470
VNINDEX,20030805,143.43,143.43,143.43,143.43,64150
VNINDEX,20030806,142.66,142.66,142.66,142.66,48220
VNINDEX,20030807,142.12,142.12,142.12,142.12,126200
VNINDEX,20030808,140.96,140.96,140.96,140.96,80720
VNINDEX,20030811,141.66,141.66,141.66,141.66,44880
VNINDEX,20030812,141.90,141.90,141.90,141.90,70060
VNINDEX,20030813,141.89,141.89,141.89,141.89,51980
VNINDEX,20030814,142.73,142.73,142.73,142.73,46180
VNINDEX,20030815,142.90,142.90,142.90,142.90,84400
VNINDEX,20030818,143.00,143.00,143.00,143.00,79130
VNINDEX,20030819,142.87,142.87,142.87,142.87,38660
VNINDEX,20030820,142.25,142.25,142.25,142.25,63360
VNINDEX,20030821,142.46,142.46,142.46,142.46,56710
VNINDEX,20030822,142.10,142.10,142.10,142.10,30450
VNINDEX,20030825,142.26,142.26,142.26,142.26,47720
VNINDEX,20030826,142.24,142.24,142.24,142.24,33540
VNINDEX,20030827,142.68,142.68,142.68,142.68,64360
VNINDEX,20030828,142.10,142.10,142.10,142.10,65660
VNINDEX,20030829,142.71,142.71,142.71,142.71,98130
VNINDEX,20030903,142.11,142.11,142.11,142.11,86100
VNINDEX,20030904,142.05,142.05,142.05,142.05,60120
VNINDEX,20030905,141.80,141.80,141.80,141.80,75760
VNINDEX,20030908,141.51,141.51,141.51,141.51,65130
VNINDEX,20030909,141.73,141.73,141.73,141.73,33330
VNINDEX,20030910,141.50,141.50,141.50,141.50,64720
VNINDEX,20030911,141.40,141.40,141.40,141.40,37030
VNINDEX,20030912,140.91,140.91,140.91,140.91,50560
VNINDEX,20030915,140.18,140.18,140.18,140.18,33150
VNINDEX,20030916,140.06,140.06,140.06,140.06,37370
VNINDEX,20030917,140.33,140.33,140.33,140.33,35130
VNINDEX,20030918,140.26,140.26,140.26,140.26,24220
VNINDEX,20030919,139.89,139.89,139.89,139.89,37880
VNINDEX,20030922,139.97,139.97,139.97,139.97,77890
VNINDEX,20030923,140.00,140.00,140.00,140.00,48270
VNINDEX,20030924,139.88,139.88,139.88,139.88,70740
VNINDEX,20030925,141.54,141.54,141.54,141.54,47110
VNINDEX,20030926,139.93,139.93,139.93,139.93,76260
VNINDEX,20030929,139.27,139.27,139.27,139.27,34820
VNINDEX,20030930,139.32,139.32,139.32,139.32,31870
VNINDEX,20031001,139.19,139.19,139.19,139.19,50580
VNINDEX,20031002,138.92,138.92,138.92,138.92,51480
VNINDEX,20031003,138.63,138.63,138.63,138.63,53130
VNINDEX,20031006,138.50,138.50,138.50,138.50,55450
VNINDEX,20031007,138.22,138.22,138.22,138.22,49490
VNINDEX,20031008,137.25,137.25,137.25,137.25,27310
VNINDEX,20031009,136.95,136.95,136.95,136.95,50650
VNINDEX,20031010,136.57,136.57,136.57,136.57,65010
VNINDEX,20031013,136.12,136.12,136.12,136.12,54390
VNINDEX,20031014,135.61,135.61,135.61,135.61,36540
VNINDEX,20031015,135.49,135.49,135.49,135.49,85490
VNINDEX,20031016,134.82,134.82,134.82,134.82,74120
VNINDEX,20031017,134.46,134.46,134.46,134.46,54000
VNINDEX,20031020,134.09,134.09,134.09,134.09,33360
VNINDEX,20031021,133.69,133.69,133.69,133.69,38910
VNINDEX,20031022,132.72,132.72,132.72,132.72,136830
VNINDEX,20031023,131.17,131.17,131.17,131.17,166270
VNINDEX,20031024,130.90,130.90,130.90,130.90,101550
VNINDEX,20031027,131.44,131.44,131.44,131.44,104980
VNINDEX,20031028,132.44,132.44,132.44,132.44,66870
VNINDEX,20031029,133.22,133.22,133.22,133.22,32230
VNINDEX,20031030,134.10,134.10,134.10,134.10,53740
VNINDEX,20031031,136.21,136.21,136.21,136.21,70320
VNINDEX,20031103,135.78,135.78,135.78,135.78,50660
VNINDEX,20031104,135.70,135.70,135.70,135.70,52680
VNINDEX,20031105,135.97,135.97,135.97,135.97,37810
VNINDEX,20031106,136.12,136.12,136.12,136.12,40840
VNINDEX,20031107,137.33,137.33,137.33,137.33,88300
VNINDEX,20031110,138.19,138.19,138.19,138.19,111150
VNINDEX,20031111,140.19,140.19,140.19,140.19,84870
VNINDEX,20031112,143.79,143.79,143.79,143.79,113690
VNINDEX,20031113,149.59,149.59,149.59,149.59,236530
VNINDEX,20031114,155.73,155.73,155.73,155.73,232490
VNINDEX,20031117,154.67,154.67,154.67,154.67,506350
VNINDEX,20031118,150.09,150.09,150.09,150.09,280930
VNINDEX,20031119,152.06,152.06,152.06,152.06,196440
VNINDEX,20031120,155.31,155.31,155.31,155.31,248530
VNINDEX,20031121,159.98,159.98,159.98,159.98,348630
VNINDEX,20031124,163.31,163.31,163.31,163.31,270040
VNINDEX,20031125,165.40,165.40,165.40,165.40,419920
VNINDEX,20031126,161.61,161.61,161.61,161.61,359160
VNINDEX,20031127,162.92,162.92,162.92,162.92,205870
VNINDEX,20031128,163.87,163.87,163.87,163.87,241620
VNINDEX,20031201,164.86,164.86,164.86,164.86,252080
VNINDEX,20031202,164.49,164.49,164.49,164.49,261380
VNINDEX,20031203,164.06,164.06,164.06,164.06,231540
VNINDEX,20031204,163.60,163.60,163.60,163.60,221090
VNINDEX,20031205,162.47,162.47,162.47,162.47,241840
VNINDEX,20031208,161.63,161.63,161.63,161.63,182180
VNINDEX,20031209,161.85,161.85,161.85,161.85,135270
VNINDEX,20031210,161.74,161.74,161.74,161.74,122740
VNINDEX,20031211,161.84,161.84,161.84,161.84,130930
VNINDEX,20031212,162.14,162.14,162.14,162.14,92210
VNINDEX,20031215,163.61,163.61,163.61,163.61,103920
VNINDEX,20031216,166.14,166.14,166.14,166.14,143900
VNINDEX,20031217,168.74,168.74,168.74,168.74,256620
VNINDEX,20031218,168.69,168.69,168.69,168.69,229780
VNINDEX,20031219,167.93,167.93,167.93,167.93,199490
VNINDEX,20031222,167.11,167.11,167.11,167.11,159620
VNINDEX,20031223,166.47,166.47,166.47,166.47,153310
VNINDEX,20031224,166.42,166.42,166.42,166.42,146850
VNINDEX,20031225,166.48,166.48,166.48,166.48,131170
VNINDEX,20031226,166.03,166.03,166.03,166.03,78230
VNINDEX,20031229,165.57,165.57,165.57,165.57,95840
VNINDEX,20031230,166.06,166.06,166.06,166.06,95590
VNINDEX,20031231,166.94,166.94,166.94,166.94,96590
VNINDEX,20040105,169.16,169.16,169.16,169.16,216010
VNINDEX,20040106,170.26,170.26,170.26,170.26,240830
VNINDEX,20040107,171.17,171.17,171.17,171.17,121040
VNINDEX,20040108,171.60,171.60,171.60,171.60,228650
VNINDEX,20040109,173.27,173.27,173.27,173.27,144560
VNINDEX,20040112,174.13,174.13,174.13,174.13,156020
VNINDEX,20040113,175.17,175.17,175.17,175.17,225180
VNINDEX,20040114,176.35,176.35,176.35,176.35,230700
VNINDEX,20040115,177.59,177.59,177.59,177.59,322530
VNINDEX,20040116,183.18,183.18,183.18,183.18,328810
VNINDEX,20040127,191.87,191.87,191.87,191.87,103450
VNINDEX,20040128,200.80,200.80,200.80,200.80,100170
VNINDEX,20040129,210.46,210.46,210.46,210.46,318460
VNINDEX,20040130,214.32,214.32,214.32,214.32,1303470
VNINDEX,20040202,207.14,207.14,207.14,207.14,724110
VNINDEX,20040203,199.56,199.56,199.56,199.56,819850
VNINDEX,20040204,208.26,208.26,208.26,208.26,421610
VNINDEX,20040205,215.33,215.33,215.33,215.33,826660
VNINDEX,20040206,213.42,213.42,213.42,213.42,312870
VNINDEX,20040209,212.55,212.55,212.55,212.55,312990
VNINDEX,20040210,213.00,213.00,213.00,213.00,322220
VNINDEX,20040211,212.81,212.81,212.81,212.81,389890
VNINDEX,20040212,213.76,213.76,213.76,213.76,359460
VNINDEX,20040213,217.10,217.10,217.10,217.10,574580
VNINDEX,20040216,218.22,218.22,218.22,218.22,452550
VNINDEX,20040217,219.06,219.06,219.06,219.06,552530
VNINDEX,20040218,221.99,221.99,221.99,221.99,486550
VNINDEX,20040219,227.67,227.67,227.67,227.67,734130
VNINDEX,20040220,235.30,235.30,235.30,235.30,794210
VNINDEX,20040223,246.35,246.35,246.35,246.35,381790
VNINDEX,20040224,255.00,255.00,255.00,255.00,764550
VNINDEX,20040225,255.11,255.11,255.11,255.11,1247500
VNINDEX,20040226,250.64,250.64,250.64,250.64,934620
VNINDEX,20040227,260.60,260.60,260.60,260.60,921170
VNINDEX,20040301,271.45,271.45,271.45,271.45,943130
VNINDEX,20040302,273.43,273.43,273.43,273.43,1035530
VNINDEX,20040303,269.86,269.86,269.86,269.86,977370
VNINDEX,20040304,265.03,265.03,265.03,265.03,724650
VNINDEX,20040305,267.53,267.53,267.53,267.53,710380
VNINDEX,20040308,264.81,264.81,264.81,264.81,568690
VNINDEX,20040309,256.32,256.32,256.32,256.32,757180
VNINDEX,20040310,255.47,255.47,255.47,255.47,1317310
VNINDEX,20040311,261.22,261.22,261.22,261.22,656730
VNINDEX,20040312,262.88,262.88,262.88,262.88,526050
VNINDEX,20040315,264.51,264.51,264.51,264.51,540340
VNINDEX,20040316,263.10,263.10,263.10,263.10,525310
VNINDEX,20040317,260.71,260.71,260.71,260.71,543880
VNINDEX,20040318,261.54,261.54,261.54,261.54,611420
VNINDEX,20040319,261.91,261.91,261.91,261.91,461790
VNINDEX,20040322,261.47,261.47,261.47,261.47,387000
VNINDEX,20040323,257.41,257.41,257.41,257.41,700340
VNINDEX,20040324,257.33,257.33,257.33,257.33,754740
VNINDEX,20040325,264.91,264.91,264.91,264.91,620050
VNINDEX,20040326,272.30,272.30,272.30,272.30,661500
VNINDEX,20040329,275.66,275.66,275.66,275.66,448590
VNINDEX,20040330,273.28,273.28,273.28,273.28,550370
VNINDEX,20040331,277.44,277.44,277.44,277.44,540020
VNINDEX,20040401,279.71,279.71,279.71,279.71,391260
VNINDEX,20040402,272.89,272.89,272.89,272.89,282070
VNINDEX,20040405,270.69,270.69,270.69,270.69,361340
VNINDEX,20040406,271.30,271.30,271.30,271.30,206260
VNINDEX,20040407,269.47,269.47,269.47,269.47,181000
VNINDEX,20040408,262.47,262.47,262.47,262.47,323850
VNINDEX,20040409,259.65,259.65,259.65,259.65,242160
VNINDEX,20040412,254.41,254.41,254.41,254.41,294790
VNINDEX,20040413,250.52,250.52,250.52,250.52,316820
VNINDEX,20040414,251.24,251.24,251.24,251.24,283850
VNINDEX,20040415,256.05,256.05,256.05,256.05,335190
VNINDEX,20040416,259.43,259.43,259.43,259.43,230740
VNINDEX,20040419,255.38,255.38,255.38,255.38,235000
VNINDEX,20040420,254.82,254.82,254.82,254.82,303780
VNINDEX,20040421,256.40,256.40,256.40,256.40,157640
VNINDEX,20040422,258.39,258.39,258.39,258.39,199460
VNINDEX,20040423,259.76,259.76,259.76,259.76,182200
VNINDEX,20040426,260.53,260.53,260.53,260.53,260660
VNINDEX,20040427,261.13,261.13,261.13,261.13,216390
VNINDEX,20040428,262.21,262.21,262.21,262.21,175020
VNINDEX,20040429,264.43,264.43,264.43,264.43,145620
VNINDEX,20040504,265.60,265.60,265.60,265.60,124430
VNINDEX,20040505,264.13,264.13,264.13,264.13,121990
VNINDEX,20040506,261.68,261.68,261.68,261.68,174530
VNINDEX,20040507,261.32,261.32,261.32,261.32,165220
VNINDEX,20040510,258.21,258.21,258.21,258.21,175080
VNINDEX,20040511,256.91,256.91,256.91,256.91,242090
VNINDEX,20040512,262.65,262.65,262.65,262.65,190210
VNINDEX,20040513,263.63,263.63,263.63,263.63,173820
VNINDEX,20040514,261.49,261.49,261.49,261.49,189550
VNINDEX,20040517,260.23,260.23,260.23,260.23,81470
VNINDEX,20040518,260.79,260.79,260.79,260.79,86150
VNINDEX,20040519,261.30,261.30,261.30,261.30,122750
VNINDEX,20040520,261.58,261.58,261.58,261.58,109000
VNINDEX,20040521,261.13,261.13,261.13,261.13,140010
VNINDEX,20040524,261.97,261.97,261.97,261.97,163900
VNINDEX,20040525,258.31,258.31,258.31,258.31,162580
VNINDEX,20040526,253.98,253.98,253.98,253.98,138800
VNINDEX,20040527,251.16,251.16,251.16,251.16,225210
VNINDEX,20040528,251.46,251.46,251.46,251.46,209820
VNINDEX,20040531,251.99,251.99,251.99,251.99,130320
VNINDEX,20040601,252.51,252.51,252.51,252.51,156630
VNINDEX,20040602,252.12,252.12,252.12,252.12,103120
VNINDEX,20040603,250.99,250.99,250.99,250.99,140180
VNINDEX,20040604,248.99,248.99,248.99,248.99,166070
VNINDEX,20040607,247.37,247.37,247.37,247.37,111700
VNINDEX,20040608,245.04,245.04,245.04,245.04,254420
VNINDEX,20040609,246.64,246.64,246.64,246.64,195340
VNINDEX,20040610,247.41,247.41,247.41,247.41,88860
VNINDEX,20040611,248.44,248.44,248.44,248.44,141860
VNINDEX,20040614,254.26,254.26,254.26,254.26,370510
VNINDEX,20040615,253.54,253.54,253.54,253.54,246280
VNINDEX,20040616,251.99,251.99,251.99,251.99,327550
VNINDEX,20040617,249.28,249.28,249.28,249.28,98130
VNINDEX,20040618,249.29,249.29,249.29,249.29,109920
VNINDEX,20040621,249.95,249.95,249.95,249.95,111990
VNINDEX,20040622,249.26,249.26,249.26,249.26,214170
VNINDEX,20040623,249.40,249.40,249.40,249.40,128380
VNINDEX,20040624,250.00,250.00,250.00,250.00,146560
VNINDEX,20040625,249.82,249.82,249.82,249.82,93370
VNINDEX,20040628,249.38,249.38,249.38,249.38,102190
VNINDEX,20040629,248.04,248.04,248.04,248.04,82740
VNINDEX,20040630,249.70,249.70,249.70,249.70,264260
VNINDEX,20040701,248.55,248.55,248.55,248.55,167760
VNINDEX,20040702,248.13,248.13,248.13,248.13,60330
VNINDEX,20040705,247.61,247.61,247.61,247.61,129140
VNINDEX,20040706,247.27,247.27,247.27,247.27,155010
VNINDEX,20040707,247.00,247.00,247.00,247.00,77650
VNINDEX,20040708,246.47,246.47,246.47,246.47,74570
VNINDEX,20040709,246.32,246.32,246.32,246.32,134990
VNINDEX,20040712,245.51,245.51,245.51,245.51,86010
VNINDEX,20040713,244.63,244.63,244.63,244.63,113830
VNINDEX,20040714,243.48,243.48,243.48,243.48,101320
VNINDEX,20040715,242.24,242.24,242.24,242.24,153350
VNINDEX,20040716,245.57,245.57,245.57,245.57,88140
VNINDEX,20040719,243.08,243.08,243.08,243.08,129910
VNINDEX,20040720,244.24,244.24,244.24,244.24,176400
VNINDEX,20040721,244.02,244.02,244.02,244.02,88920
VNINDEX,20040722,244.13,244.13,244.13,244.13,49460
VNINDEX,20040723,243.55,243.55,243.55,243.55,88370
VNINDEX,20040726,241.84,241.84,241.84,241.84,131350
VNINDEX,20040727,240.94,240.94,240.94,240.94,161560
VNINDEX,20040728,240.31,240.31,240.31,240.31,160560
VNINDEX,20040729,235.30,235.30,235.30,235.30,254830
VNINDEX,20040730,238.44,238.44,238.44,238.44,280120
VNINDEX,20040802,237.16,237.16,237.16,237.16,74260
VNINDEX,20040803,234.05,234.05,234.05,234.05,154560
VNINDEX,20040804,231.51,231.51,231.51,231.51,216990
VNINDEX,20040805,228.64,228.64,228.64,228.64,224350
VNINDEX,20040806,224.14,224.14,224.14,224.14,271990
VNINDEX,20040809,213.74,213.74,213.74,213.74,348050
VNINDEX,20040810,222.46,222.46,222.46,222.46,315010
VNINDEX,20040811,227.22,227.22,227.22,227.22,186650
VNINDEX,20040812,224.48,224.48,224.48,224.48,158900
VNINDEX,20040813,223.20,223.20,223.20,223.20,128050
VNINDEX,20040816,221.00,221.00,221.00,221.00,77070
VNINDEX,20040817,222.19,222.19,222.19,222.19,79450
VNINDEX,20040818,223.61,223.61,223.61,223.61,99510
VNINDEX,20040819,226.93,226.93,226.93,226.93,147850
VNINDEX,20040820,229.16,229.16,229.16,229.16,234890
VNINDEX,20040823,237.30,237.30,237.30,237.30,390320
VNINDEX,20040824,231.85,231.85,231.85,231.85,295300
VNINDEX,20040825,231.74,231.74,231.74,231.74,125070
VNINDEX,20040826,232.71,232.71,232.71,232.71,241570
VNINDEX,20040827,233.91,233.91,233.91,233.91,197710
VNINDEX,20040830,232.48,232.48,232.48,232.48,152730
VNINDEX,20040831,232.38,232.38,232.38,232.38,193110
VNINDEX,20040901,231.51,231.51,231.51,231.51,70830
VNINDEX,20040906,231.01,231.01,231.01,231.01,82310
VNINDEX,20040907,230.82,230.82,230.82,230.82,61620
VNINDEX,20040908,229.98,229.98,229.98,229.98,123820
VNINDEX,20040909,230.20,230.20,230.20,230.20,65010
VNINDEX,20040910,231.13,231.13,231.13,231.13,48440
VNINDEX,20040913,231.42,231.42,231.42,231.42,96710
VNINDEX,20040914,231.60,231.60,231.60,231.60,137930
VNINDEX,20040915,231.97,231.97,231.97,231.97,110400
VNINDEX,20040916,231.94,231.94,231.94,231.94,81340
VNINDEX,20040917,231.25,231.25,231.25,231.25,62320
VNINDEX,20040920,230.85,230.85,230.85,230.85,50750
VNINDEX,20040921,231.12,231.12,231.12,231.12,66810
VNINDEX,20040922,230.33,230.33,230.33,230.33,93730
VNINDEX,20040923,230.18,230.18,230.18,230.18,109170
VNINDEX,20040924,230.58,230.58,230.58,230.58,65780
VNINDEX,20040927,230.86,230.86,230.86,230.86,73530
VNINDEX,20040928,231.91,231.91,231.91,231.91,105950
VNINDEX,20040929,232.67,232.67,232.67,232.67,165390
VNINDEX,20040930,233.19,233.19,233.19,233.19,151500
VNINDEX,20041001,232.57,232.57,232.57,232.57,104790
VNINDEX,20041004,232.60,232.60,232.60,232.60,109850
VNINDEX,20041005,233.01,233.01,233.01,233.01,121590
VNINDEX,20041006,233.27,233.27,233.27,233.27,134130
VNINDEX,20041007,233.35,233.35,233.35,233.35,90440
VNINDEX,20041008,232.54,232.54,232.54,232.54,122670
VNINDEX,20041011,230.75,230.75,230.75,230.75,101810
VNINDEX,20041012,230.89,230.89,230.89,230.89,130260
VNINDEX,20041013,231.48,231.48,231.48,231.48,128360
VNINDEX,20041014,231.81,231.81,231.81,231.81,155300
VNINDEX,20041015,232.16,232.16,232.16,232.16,169780
VNINDEX,20041018,233.60,233.60,233.60,233.60,215600
VNINDEX,20041019,235.69,235.69,235.69,235.69,246960
VNINDEX,20041020,235.97,235.97,235.97,235.97,206640
VNINDEX,20041021,234.30,234.30,234.30,234.30,156810
VNINDEX,20041022,232.85,232.85,232.85,232.85,108220
VNINDEX,20041025,233.55,233.55,233.55,233.55,102480
VNINDEX,20041026,233.56,233.56,233.56,233.56,181960
VNINDEX,20041027,234.28,234.28,234.28,234.28,156980
VNINDEX,20041028,232.97,232.97,232.97,232.97,96950
VNINDEX,20041029,232.59,232.59,232.59,232.59,162470
VNINDEX,20041101,232.30,232.30,232.30,232.30,93680
VNINDEX,20041102,232.67,232.67,232.67,232.67,154450
VNINDEX,20041103,231.68,231.68,231.68,231.68,126240
VNINDEX,20041104,231.06,231.06,231.06,231.06,68980
VNINDEX,20041105,230.55,230.55,230.55,230.55,100270
VNINDEX,20041108,230.11,230.11,230.11,230.11,103600
VNINDEX,20041109,228.96,228.96,228.96,228.96,110600
VNINDEX,20041110,228.75,228.75,228.75,228.75,106460
VNINDEX,20041111,228.16,228.16,228.16,228.16,117110
VNINDEX,20041112,226.99,226.99,226.99,226.99,226570
VNINDEX,20041115,226.65,226.65,226.65,226.65,98220
VNINDEX,20041116,226.07,226.07,226.07,226.07,82500
VNINDEX,20041117,225.76,225.76,225.76,225.76,53560
VNINDEX,20041118,225.65,225.65,225.65,225.65,113460
VNINDEX,20041119,224.72,224.72,224.72,224.72,100660
VNINDEX,20041122,223.85,223.85,223.85,223.85,177400
VNINDEX,20041123,222.62,222.62,222.62,222.62,136020
VNINDEX,20041124,221.89,221.89,221.89,221.89,159840
VNINDEX,20041125,221.33,221.33,221.33,221.33,137330
VNINDEX,20041126,221.69,221.69,221.69,221.69,120270
VNINDEX,20041129,224.47,224.47,224.47,224.47,186870
VNINDEX,20041130,229.56,229.56,229.56,229.56,279520
VNINDEX,20041201,232.08,232.08,232.08,232.08,301730
VNINDEX,20041202,227.69,227.69,227.69,227.69,121140
VNINDEX,20041203,229.04,229.04,229.04,229.04,121790
VNINDEX,20041206,228.93,228.93,228.93,228.93,131210
VNINDEX,20041207,229.81,229.81,229.81,229.81,158840
VNINDEX,20041208,229.66,229.66,229.66,229.66,124450
VNINDEX,20041209,229.59,229.59,229.59,229.59,67590
VNINDEX,20041210,230.10,230.10,230.10,230.10,115910
VNINDEX,20041213,230.71,230.71,230.71,230.71,92620
VNINDEX,20041214,230.72,230.72,230.72,230.72,115020
VNINDEX,20041215,232.06,232.06,232.06,232.06,157590
VNINDEX,20041216,232.57,232.57,232.57,232.57,202560
VNINDEX,20041217,233.93,233.93,233.93,233.93,221590
VNINDEX,20041220,234.32,234.32,234.32,234.32,213420
VNINDEX,20041221,233.59,233.59,233.59,233.59,179680
VNINDEX,20041222,235.45,235.45,235.45,235.45,136140
VNINDEX,20041223,236.90,236.90,236.90,236.90,201150
VNINDEX,20041224,240.24,240.24,240.24,240.24,466140
VNINDEX,20041227,239.89,239.89,239.89,239.89,343000
VNINDEX,20041228,239.49,239.49,239.49,239.49,198320
VNINDEX,20041229,237.56,237.56,237.56,237.56,171340
